,return
250,-0.018522501946110506
251,-0.018522501946110506
252,-0.018522501946110506
253,-0.018522501946110506
254,-0.018522501946110506
255,-0.018522501946110506
256,-0.018522501946110506
257,-0.018522501946110506
258,-0.018522501946110506
259,-0.018522501946110506
260,-0.018522501946110506
261,-0.018522501946110506
262,-0.018522501946110506
263,-0.018522501946110506
264,-0.018522501946110506
265,-0.018522501946110506
266,-0.018522501946110506
267,-0.018522501946110506
268,-0.019955791302449018
269,-0.019955791302449018
270,-0.019955791302449018
271,-0.019955791302449018
272,-0.019955791302449018
273,-0.019955791302449018
274,-0.019955791302449018
275,-0.019955791302449018
276,-0.019955791302449018
277,-0.019955791302449018
278,-0.019955791302449018
279,-0.019955791302449018
280,-0.019955791302449018
281,-0.019955791302449018
282,-0.019955791302449018
283,-0.019955791302449018
284,-0.019955791302449018
285,-0.019955791302449018
286,-0.019955791302449018
287,-0.020829111190029767
288,-0.020829111190029767
289,-0.022596480832145063
290,-0.023430852815852426
291,-0.024542885888529865
292,-0.024542885888529865
293,-0.024542885888529865
294,-0.024542885888529865
295,-0.024542885888529865
296,-0.028475218410884046
297,-0.028475218410884046
298,-0.028475218410884046
299,-0.028475218410884046
300,-0.03857441179755793
301,-0.03857441179755793
302,-0.04644830471333587
303,-0.04644830471333587
304,-0.04644830471333587
305,-0.04644830471333587
306,-0.04644830471333587
307,-0.04770197361568559
308,-0.04770197361568559
309,-0.04770197361568559
310,-0.04770197361568559
311,-0.04770197361568559
312,-0.04770197361568559
313,-0.04770197361568559
314,-0.04770197361568559
315,-0.04770197361568559
316,-0.04770197361568559
317,-0.04770197361568559
318,-0.04770197361568559
319,-0.04770197361568559
320,-0.04770197361568559
321,-0.04770197361568559
322,-0.04770197361568559
323,-0.04770197361568559
324,-0.04770197361568559
325,-0.04770197361568559
326,-0.04770197361568559
327,-0.04770197361568559
328,-0.04770197361568559
329,-0.04770197361568559
330,-0.04770197361568559
331,-0.04770197361568559
332,-0.04770197361568559
333,-0.04770197361568559
334,-0.04770197361568559
335,-0.04770197361568559
336,-0.04770197361568559
337,-0.04770197361568559
338,-0.04770197361568559
339,-0.04770197361568559
340,-0.04770197361568559
341,-0.04770197361568559
342,-0.04770197361568559
343,-0.04770197361568559
344,-0.04770197361568559
345,-0.04770197361568559
346,-0.04770197361568559
347,-0.04770197361568559
348,-0.04770197361568559
349,-0.04770197361568559
350,-0.04770197361568559
351,-0.04770197361568559
352,-0.04770197361568559
353,-0.04770197361568559
354,-0.04770197361568559
355,-0.04770197361568559
356,-0.04770197361568559
357,-0.04770197361568559
358,-0.04770197361568559
359,-0.04770197361568559
360,-0.04770197361568559
361,-0.04770197361568559
362,-0.04770197361568559
363,-0.04770197361568559
364,-0.04770197361568559
365,-0.04770197361568559
366,-0.04770197361568559
367,-0.04770197361568559
368,-0.04770197361568559
369,-0.04770197361568559
370,-0.04770197361568559
371,-0.04770197361568559
372,-0.04770197361568559
373,-0.04770197361568559
374,-0.04770197361568559
375,-0.04770197361568559
376,-0.04770197361568559
377,-0.04770197361568559
378,-0.04770197361568559
379,-0.04770197361568559
380,-0.04770197361568559
381,-0.04770197361568559
382,-0.04770197361568559
