,return
250,-0.016815727146210487
251,-0.016815727146210487
252,-0.016815727146210487
253,-0.016815727146210487
254,-0.016815727146210487
255,-0.016815727146210487
256,-0.016815727146210487
257,-0.016815727146210487
258,-0.016815727146210487
259,-0.016815727146210487
260,-0.016815727146210487
261,-0.016815727146210487
262,-0.016815727146210487
263,-0.016815727146210487
264,-0.016815727146210487
265,-0.016815727146210487
266,-0.016815727146210487
267,-0.016815727146210487
268,-0.017512195275489088
269,-0.017512195275489088
270,-0.017512195275489088
271,-0.017512195275489088
272,-0.017512195275489088
273,-0.017512195275489088
274,-0.017512195275489088
275,-0.017512195275489088
276,-0.017512195275489088
277,-0.017512195275489088
278,-0.017512195275489088
279,-0.017512195275489088
280,-0.017512195275489088
281,-0.017512195275489088
282,-0.017512195275489088
283,-0.017512195275489088
284,-0.017512195275489088
285,-0.017512195275489088
286,-0.017512195275489088
287,-0.018866188156310405
288,-0.018866188156310405
289,-0.022824318289799535
290,-0.025222233911838865
291,-0.02822882933422017
292,-0.02822882933422017
293,-0.02822882933422017
294,-0.02822882933422017
295,-0.02822882933422017
296,-0.030598071881047087
297,-0.030598071881047087
298,-0.030598071881047087
299,-0.030598071881047087
300,-0.035149177086193806
301,-0.035149177086193806
302,-0.035149177086193806
303,-0.03634528891058482
304,-0.03634528891058482
305,-0.03634528891058482
306,-0.03634528891058482
307,-0.043609793592613556
308,-0.043609793592613556
309,-0.043609793592613556
310,-0.043609793592613556
311,-0.043609793592613556
312,-0.043609793592613556
313,-0.043609793592613556
314,-0.04610622929565909
315,-0.04610622929565909
316,-0.04610622929565909
317,-0.04610622929565909
318,-0.04610622929565909
319,-0.04610622929565909
320,-0.04610622929565909
321,-0.04610622929565909
322,-0.04610622929565909
323,-0.04610622929565909
324,-0.04610622929565909
325,-0.04610622929565909
326,-0.04610622929565909
327,-0.04610622929565909
328,-0.04610622929565909
329,-0.04610622929565909
330,-0.04610622929565909
331,-0.04610622929565909
332,-0.04610622929565909
333,-0.04610622929565909
334,-0.04610622929565909
335,-0.04610622929565909
336,-0.04610622929565909
337,-0.04610622929565909
338,-0.04610622929565909
339,-0.04610622929565909
340,-0.04610622929565909
341,-0.04610622929565909
342,-0.04610622929565909
343,-0.04610622929565909
344,-0.04610622929565909
345,-0.04610622929565909
346,-0.04610622929565909
347,-0.04610622929565909
348,-0.04610622929565909
349,-0.04610622929565909
350,-0.04610622929565909
351,-0.04610622929565909
352,-0.04610622929565909
353,-0.04610622929565909
354,-0.04610622929565909
355,-0.04610622929565909
356,-0.04610622929565909
357,-0.04610622929565909
358,-0.04610622929565909
359,-0.04610622929565909
360,-0.04610622929565909
361,-0.04610622929565909
362,-0.04610622929565909
363,-0.04610622929565909
364,-0.04610622929565909
365,-0.04610622929565909
366,-0.04610622929565909
367,-0.04610622929565909
368,-0.04610622929565909
369,-0.04610622929565909
370,-0.04610622929565909
371,-0.04610622929565909
372,-0.04610622929565909
373,-0.04610622929565909
374,-0.04610622929565909
375,-0.04610622929565909
376,-0.04610622929565909
377,-0.04610622929565909
378,-0.04610622929565909
379,-0.04610622929565909
380,-0.04610622929565909
381,-0.04610622929565909
382,-0.04610622929565909
383,-0.04610622929565909
384,-0.04610622929565909
385,-0.04610622929565909
386,-0.04610622929565909
387,-0.04610622929565909
388,-0.04610622929565909
389,-0.04610622929565909
390,-0.04610622929565909
391,-0.04610622929565909
392,-0.04610622929565909
393,-0.04610622929565909
394,-0.04610622929565909
395,-0.04610622929565909
396,-0.04610622929565909
397,-0.04610622929565909
398,-0.04610622929565909
399,-0.04610622929565909
400,-0.04610622929565909
401,-0.04610622929565909
402,-0.04610622929565909
403,-0.04610622929565909
404,-0.04610622929565909
405,-0.04610622929565909
406,-0.04610622929565909
407,-0.04610622929565909
408,-0.04610622929565909
409,-0.04610622929565909
410,-0.04610622929565909
411,-0.04610622929565909
412,-0.04610622929565909
413,-0.04610622929565909
414,-0.04610622929565909
415,-0.04610622929565909
416,-0.04610622929565909
417,-0.04610622929565909
418,-0.04610622929565909
419,-0.04610622929565909
420,-0.04610622929565909
421,-0.04610622929565909
422,-0.04610622929565909
423,-0.04610622929565909
424,-0.04610622929565909
425,-0.04610622929565909
426,-0.04610622929565909
427,-0.04610622929565909
428,-0.04610622929565909
429,-0.04610622929565909
430,-0.04610622929565909
431,-0.04610622929565909
432,-0.04610622929565909
433,-0.04610622929565909
434,-0.04610622929565909
435,-0.04610622929565909
436,-0.04610622929565909
437,-0.04610622929565909
438,-0.04610622929565909
439,-0.04610622929565909
440,-0.04610622929565909
441,-0.04610622929565909
442,-0.04610622929565909
443,-0.04610622929565909
444,-0.04610622929565909
445,-0.04610622929565909
446,-0.04610622929565909
447,-0.04610622929565909
448,-0.04610622929565909
449,-0.04610622929565909
450,-0.04610622929565909
451,-0.04610622929565909
452,-0.04610622929565909
453,-0.04610622929565909
454,-0.04610622929565909
455,-0.04610622929565909
456,-0.04610622929565909
457,-0.04610622929565909
458,-0.04610622929565909
459,-0.04610622929565909
460,-0.04610622929565909
461,-0.04610622929565909
462,-0.04610622929565909
463,-0.04610622929565909
464,-0.04610622929565909
465,-0.04610622929565909
466,-0.04610622929565909
467,-0.04610622929565909
468,-0.04610622929565909
469,-0.04610622929565909
470,-0.04610622929565909
471,-0.04610622929565909
472,-0.04610622929565909
473,-0.04610622929565909
474,-0.04610622929565909
475,-0.04610622929565909
476,-0.04610622929565909
477,-0.04610622929565909
478,-0.04610622929565909
479,-0.04610622929565909
480,-0.04610622929565909
481,-0.04610622929565909
482,-0.04610622929565909
483,-0.04610622929565909
484,-0.04610622929565909
485,-0.04610622929565909
486,-0.04610622929565909
487,-0.04610622929565909
488,-0.04610622929565909
489,-0.04610622929565909
490,-0.04610622929565909
491,-0.04610622929565909
492,-0.04610622929565909
493,-0.04610622929565909
494,-0.04610622929565909
495,-0.04610622929565909
496,-0.04610622929565909
497,-0.04610622929565909
498,-0.04610622929565909
499,-0.04610622929565909
500,-0.04610622929565909
501,-0.04610622929565909
502,-0.04610622929565909
503,-0.04610622929565909
504,-0.04610622929565909
505,-0.04610622929565909
506,-0.04610622929565909
507,-0.04610622929565909
508,-0.04610622929565909
509,-0.04610622929565909
510,-0.04610622929565909
511,-0.04610622929565909
512,-0.04610622929565909
513,-0.04610622929565909
514,-0.04610622929565909
515,-0.04610622929565909
516,-0.04610622929565909
517,-0.04610622929565909
518,-0.04610622929565909
519,-0.04610622929565909
520,-0.04610622929565909
521,-0.04610622929565909
522,-0.04610622929565909
523,-0.04610622929565909
524,-0.04610622929565909
525,-0.04610622929565909
526,-0.04610622929565909
527,-0.04610622929565909
528,-0.04610622929565909
529,-0.04610622929565909
530,-0.04610622929565909
531,-0.04610622929565909
532,-0.04610622929565909
533,-0.04610622929565909
534,-0.04610622929565909
535,-0.04610622929565909
536,-0.04610622929565909
537,-0.04610622929565909
538,-0.04610622929565909
539,-0.04610622929565909
540,-0.04610622929565909
541,-0.04210153418799783
542,-0.04210153418799783
543,-0.04210153418799783
544,-0.04210153418799783
545,-0.04210153418799783
546,-0.03894361994844854
547,-0.03894361994844854
548,-0.03894361994844854
549,-0.03894361994844854
550,-0.03213682898498869
551,-0.03213682898498869
552,-0.03213682898498869
553,-0.02976919328565836
554,-0.02976919328565836
555,-0.02976919328565836
556,-0.02976919328565836
557,-0.02814161167546639
558,-0.02814161167546639
559,-0.02814161167546639
560,-0.02814161167546639
561,-0.02814161167546639
562,-0.02814161167546639
563,-0.02814161167546639
564,-0.0265967926513252
565,-0.0265967926513252
566,-0.0265967926513252
567,-0.0265967926513252
568,-0.0265967926513252
569,-0.0265967926513252
570,-0.0265967926513252
571,-0.0265967926513252
572,-0.0265967926513252
573,-0.0265967926513252
574,-0.0265967926513252
575,-0.0265967926513252
576,-0.0265967926513252
577,-0.0265967926513252
578,-0.0265967926513252
579,-0.0265967926513252
580,-0.0265967926513252
581,-0.0265967926513252
582,-0.0265967926513252
583,-0.0265967926513252
584,-0.0265967926513252
585,-0.0265967926513252
586,-0.0265967926513252
587,-0.0265967926513252
588,-0.0265967926513252
589,-0.0265967926513252
590,-0.0265967926513252
591,-0.0265967926513252
592,-0.0265967926513252
593,-0.0265967926513252
594,-0.0265967926513252
595,-0.0265967926513252
596,-0.0265967926513252
597,-0.0265967926513252
598,-0.0265967926513252
599,-0.0265967926513252
600,-0.0265967926513252
601,-0.0265967926513252
602,-0.0265967926513252
603,-0.0265967926513252
604,-0.0265967926513252
605,-0.0265967926513252
606,-0.0265967926513252
607,-0.0265967926513252
608,-0.0265967926513252
609,-0.0265967926513252
610,-0.0265967926513252
611,-0.0265967926513252
612,-0.0265967926513252
613,-0.024428242963473436
614,-0.024428242963473436
615,-0.022734979597269892
616,-0.022734979597269892
617,-0.022734979597269892
618,-0.022734979597269892
619,-0.022734979597269892
620,-0.022734979597269892
621,-0.022734979597269892
622,-0.022734979597269892
623,-0.022548223989817567
624,-0.022548223989817567
625,-0.022548223989817567
626,-0.022548223989817567
627,-0.022548223989817567
628,-0.022548223989817567
629,-0.022548223989817567
630,-0.022548223989817567
631,-0.022548223989817567
632,-0.022548223989817567
633,-0.022548223989817567
634,-0.022548223989817567
635,-0.022548223989817567
636,-0.022548223989817567
637,-0.022548223989817567
638,-0.022548223989817567
639,-0.022548223989817567
640,-0.022548223989817567
641,-0.022548223989817567
642,-0.022548223989817567
643,-0.022548223989817567
644,-0.022548223989817567
645,-0.022548223989817567
646,-0.022548223989817567
647,-0.022548223989817567
648,-0.022548223989817567
649,-0.022548223989817567
650,-0.022548223989817567
651,-0.022548223989817567
652,-0.022548223989817567
653,-0.022548223989817567
654,-0.022548223989817567
655,-0.022548223989817567
656,-0.022548223989817567
657,-0.022548223989817567
658,-0.022548223989817567
659,-0.022548223989817567
660,-0.022548223989817567
661,-0.022548223989817567
662,-0.022548223989817567
663,-0.022548223989817567
664,-0.022548223989817567
665,-0.022548223989817567
666,-0.022548223989817567
667,-0.022548223989817567
668,-0.022548223989817567
669,-0.022548223989817567
670,-0.022548223989817567
671,-0.022548223989817567
672,-0.022548223989817567
673,-0.021262913781976787
674,-0.020351651350788466
675,-0.020351651350788466
676,-0.020351651350788466
677,-0.020351651350788466
678,-0.020351651350788466
679,-0.020351651350788466
680,-0.020351651350788466
681,-0.020351651350788466
682,-0.020351651350788466
683,-0.01949282005130988
684,-0.01949282005130988
685,-0.01949282005130988
686,-0.018949955342305896
687,-0.018949955342305896
688,-0.018949955342305896
689,-0.018949955342305896
690,-0.018949955342305896
691,-0.018949955342305896
692,-0.018949955342305896
693,-0.018949955342305896
694,-0.018949955342305896
695,-0.018949955342305896
696,-0.018949955342305896
697,-0.018949955342305896
698,-0.018949955342305896
699,-0.018949955342305896
700,-0.018949955342305896
701,-0.018949955342305896
702,-0.018949955342305896
703,-0.018949955342305896
704,-0.018949955342305896
705,-0.018949955342305896
706,-0.018949955342305896
707,-0.018949955342305896
708,-0.018949955342305896
709,-0.018949955342305896
710,-0.018949955342305896
711,-0.018069387867001456
712,-0.018069387867001456
713,-0.018069387867001456
714,-0.018069387867001456
715,-0.018069387867001456
716,-0.018069387867001456
717,-0.018069387867001456
718,-0.018069387867001456
719,-0.018069387867001456
720,-0.018069387867001456
721,-0.018069387867001456
722,-0.018069387867001456
723,-0.018069387867001456
724,-0.018069387867001456
725,-0.018069387867001456
726,-0.018069387867001456
727,-0.018069387867001456
728,-0.018069387867001456
729,-0.018069387867001456
730,-0.018069387867001456
731,-0.018069387867001456
732,-0.018069387867001456
733,-0.018069387867001456
734,-0.018069387867001456
735,-0.018069387867001456
736,-0.018949955342305896
737,-0.018949955342305896
738,-0.018949955342305896
739,-0.018949955342305896
740,-0.018949955342305896
741,-0.018949955342305896
742,-0.018949955342305896
743,-0.018949955342305896
744,-0.018949955342305896
745,-0.018949955342305896
746,-0.018949955342305896
747,-0.018949955342305896
748,-0.018949955342305896
749,-0.018949955342305896
750,-0.018949955342305896
751,-0.018949955342305896
752,-0.018949955342305896
753,-0.018949955342305896
754,-0.018949955342305896
755,-0.018949955342305896
756,-0.018949955342305896
757,-0.018949955342305896
758,-0.018949955342305896
759,-0.018949955342305896
760,-0.019604197304969935
761,-0.019604197304969935
762,-0.019604197304969935
763,-0.019604197304969935
764,-0.019604197304969935
765,-0.019604197304969935
766,-0.019978135121363677
767,-0.019978135121363677
768,-0.019978135121363677
769,-0.019978135121363677
770,-0.019978135121363677
771,-0.020670366593807686
772,-0.019978135121363677
773,-0.019978135121363677
774,-0.019978135121363677
775,-0.019978135121363677
776,-0.019978135121363677
777,-0.019978135121363677
778,-0.019978135121363677
779,-0.019978135121363677
780,-0.019978135121363677
781,-0.019978135121363677
782,-0.019978135121363677
783,-0.019978135121363677
784,-0.019978135121363677
785,-0.019978135121363677
786,-0.020493070276366755
787,-0.020493070276366755
788,-0.020493070276366755
789,-0.020493070276366755
790,-0.020493070276366755
791,-0.020493070276366755
792,-0.020493070276366755
793,-0.021052875965973782
794,-0.021052875965973782
795,-0.021052875965973782
796,-0.021052875965973782
797,-0.021052875965973782
798,-0.021052875965973782
799,-0.021052875965973782
800,-0.021052875965973782
801,-0.023565906015430977
802,-0.023565906015430977
803,-0.023565906015430977
804,-0.023565906015430977
805,-0.023565906015430977
806,-0.023565906015430977
807,-0.023565906015430977
808,-0.023565906015430977
809,-0.023565906015430977
810,-0.023565906015430977
811,-0.023565906015430977
812,-0.023565906015430977
813,-0.023565906015430977
814,-0.023565906015430977
815,-0.023565906015430977
816,-0.023565906015430977
817,-0.023565906015430977
818,-0.023565906015430977
819,-0.023565906015430977
820,-0.023565906015430977
821,-0.023565906015430977
822,-0.023565906015430977
823,-0.023565906015430977
824,-0.023565906015430977
825,-0.023565906015430977
826,-0.023565906015430977
827,-0.023565906015430977
828,-0.023565906015430977
829,-0.023565906015430977
830,-0.023565906015430977
831,-0.023565906015430977
832,-0.023565906015430977
833,-0.02440331390841887
834,-0.02726533554114175
835,-0.02726533554114175
836,-0.02726533554114175
837,-0.02726533554114175
838,-0.02726533554114175
839,-0.028845409842336762
840,-0.028845409842336762
841,-0.028845409842336762
842,-0.028845409842336762
843,-0.0293586883256886
844,-0.0293586883256886
845,-0.0293586883256886
846,-0.0293586883256886
847,-0.0293586883256886
848,-0.0293586883256886
849,-0.0293586883256886
850,-0.0293586883256886
851,-0.0293586883256886
852,-0.0315683771210877
853,-0.0315683771210877
854,-0.0315683771210877
855,-0.0315683771210877
856,-0.0315683771210877
857,-0.0315683771210877
858,-0.0315683771210877
859,-0.0315683771210877
860,-0.0315683771210877
861,-0.0315683771210877
862,-0.0315683771210877
863,-0.0315683771210877
864,-0.0315683771210877
865,-0.0315683771210877
866,-0.0315683771210877
867,-0.03219256514984714
868,-0.0338058338289067
869,-0.0338058338289067
870,-0.0338058338289067
871,-0.0338058338289067
872,-0.0338058338289067
873,-0.0338058338289067
874,-0.0338058338289067
875,-0.0338058338289067
876,-0.0338058338289067
877,-0.0338058338289067
878,-0.0338058338289067
879,-0.0338058338289067
880,-0.0338058338289067
881,-0.0338058338289067
882,-0.0338058338289067
883,-0.0338058338289067
884,-0.0338058338289067
885,-0.0338058338289067
886,-0.0338058338289067
887,-0.0338058338289067
888,-0.0338058338289067
889,-0.0338058338289067
890,-0.0338058338289067
891,-0.0338058338289067
892,-0.0338058338289067
893,-0.0338058338289067
894,-0.0338058338289067
895,-0.0338058338289067
896,-0.0338058338289067
897,-0.0338058338289067
898,-0.0338058338289067
899,-0.0338058338289067
900,-0.0338058338289067
901,-0.0338058338289067
902,-0.0338058338289067
903,-0.0338058338289067
904,-0.0338058338289067
905,-0.0338058338289067
906,-0.0338058338289067
907,-0.0338058338289067
908,-0.0338058338289067
909,-0.0338058338289067
910,-0.0338058338289067
911,-0.0338058338289067
912,-0.0338058338289067
913,-0.0338058338289067
914,-0.0338058338289067
915,-0.0338058338289067
916,-0.0338058338289067
917,-0.0338058338289067
918,-0.0338058338289067
919,-0.0338058338289067
920,-0.0338058338289067
921,-0.03605167403067384
922,-0.03605167403067384
923,-0.03605167403067384
924,-0.03605167403067384
925,-0.03605167403067384
926,-0.03605167403067384
927,-0.03605167403067384
928,-0.03605167403067384
929,-0.03605167403067384
930,-0.03605167403067384
931,-0.03605167403067384
932,-0.03605167403067384
933,-0.03605167403067384
934,-0.03605167403067384
935,-0.03605167403067384
936,-0.03605167403067384
937,-0.03605167403067384
938,-0.03605167403067384
939,-0.03605167403067384
940,-0.03605167403067384
941,-0.03605167403067384
942,-0.03605167403067384
943,-0.03605167403067384
944,-0.03605167403067384
945,-0.03605167403067384
946,-0.03605167403067384
947,-0.03605167403067384
948,-0.03605167403067384
949,-0.03605167403067384
950,-0.03605167403067384
951,-0.03605167403067384
952,-0.03605167403067384
953,-0.03605167403067384
954,-0.03605167403067384
955,-0.03605167403067384
956,-0.03605167403067384
957,-0.03605167403067384
958,-0.03605167403067384
959,-0.03605167403067384
960,-0.03605167403067384
961,-0.03605167403067384
962,-0.03605167403067384
963,-0.03605167403067384
964,-0.03605167403067384
965,-0.03605167403067384
966,-0.03605167403067384
967,-0.03605167403067384
968,-0.03605167403067384
969,-0.03605167403067384
970,-0.03605167403067384
971,-0.03605167403067384
972,-0.03605167403067384
973,-0.03605167403067384
974,-0.03605167403067384
975,-0.03605167403067384
976,-0.03605167403067384
977,-0.03605167403067384
978,-0.03605167403067384
979,-0.03605167403067384
980,-0.03605167403067384
981,-0.03605167403067384
982,-0.03605167403067384
983,-0.03605167403067384
984,-0.03605167403067384
985,-0.03605167403067384
986,-0.03605167403067384
987,-0.03605167403067384
988,-0.03605167403067384
989,-0.03605167403067384
990,-0.03605167403067384
991,-0.03605167403067384
992,-0.03605167403067384
993,-0.03605167403067384
994,-0.03605167403067384
995,-0.03605167403067384
996,-0.03605167403067384
997,-0.03605167403067384
998,-0.03605167403067384
999,-0.03605167403067384
1000,-0.03605167403067384
1001,-0.03605167403067384
1002,-0.03605167403067384
1003,-0.03605167403067384
1004,-0.03605167403067384
1005,-0.03605167403067384
1006,-0.03605167403067384
1007,-0.03605167403067384
1008,-0.03605167403067384
1009,-0.03605167403067384
1010,-0.03605167403067384
1011,-0.03605167403067384
1012,-0.03605167403067384
1013,-0.03605167403067384
1014,-0.03605167403067384
1015,-0.03605167403067384
1016,-0.03605167403067384
1017,-0.03605167403067384
1018,-0.03605167403067384
1019,-0.03605167403067384
1020,-0.03605167403067384
1021,-0.03605167403067384
1022,-0.03605167403067384
1023,-0.03605167403067384
1024,-0.03605167403067384
1025,-0.03605167403067384
1026,-0.03605167403067384
1027,-0.03605167403067384
1028,-0.03605167403067384
1029,-0.03605167403067384
1030,-0.03605167403067384
1031,-0.03605167403067384
1032,-0.03605167403067384
1033,-0.03605167403067384
1034,-0.03605167403067384
1035,-0.03605167403067384
1036,-0.03605167403067384
1037,-0.03605167403067384
1038,-0.03605167403067384
1039,-0.03605167403067384
1040,-0.03605167403067384
1041,-0.03605167403067384
1042,-0.03605167403067384
1043,-0.0338058338289067
1044,-0.0338058338289067
1045,-0.0338058338289067
1046,-0.0338058338289067
1047,-0.0338058338289067
1048,-0.0338058338289067
1049,-0.0338058338289067
1050,-0.0338058338289067
1051,-0.0338058338289067
