Date,Close,Symbol,count,return
2019-01-03,2978.280029296875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.0
2019-01-04,2964.14990234375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,-0.004744391667045795
2019-01-07,3050.0,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.024081003128526148
2019-01-08,3032.070068359375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.018060772839818887
2019-01-09,3062.3701171875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.028234446413179404
2019-01-10,3065.659912109375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.029339041981599364
2019-01-11,3079.590087890625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.03401629719072041
2019-01-14,3060.6201171875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.027646858952367955
2019-01-15,3066.02001953125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.029459953184821586
2019-01-16,3073.06005859375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.031823746714391754
2019-01-17,3069.409912109375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.03059815796905247
2019-01-18,3079.14990234375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.03386849861484945
2019-01-21,3131.85009765625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.05156334087081478
2019-01-22,3120.320068359375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.04769196907788198
2019-01-23,3104.080078125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.042239160720499616
2019-01-24,3113.889892578125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.04553294584366714
2019-01-25,3133.81005859375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.05222142571113207
2019-01-28,3157.0,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.06000777930385477
2019-01-29,3136.14990234375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.05300706162413666
2019-01-30,3155.800048828125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.0596048785826092
2019-01-31,3163.02001953125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.06202908672694193
2019-02-01,3162.4599609375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.06184103906579496
2019-02-04,3170.300048828125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.06447346040076121
2019-02-05,3165.840087890625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.06297596490214186
2019-02-06,3208.429931640625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.07727611241380979
2019-02-07,3204.929931640625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.07610093749218688
2019-02-08,3151.169921875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.05805024741711127
2019-02-11,3142.840087890625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.0552533868457628
2019-02-12,3176.760009765625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.06664248442602222
2019-02-13,3194.72998046875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.07267615840105385
2019-02-14,3212.949951171875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.0787937734419157
2019-02-15,3179.3798828125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.0675221441696003
2019-02-18,3239.10009765625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.08757405811197361
2019-02-19,3242.7900390625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.08881300856994016
2019-02-20,3241.699951171875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.0884469960123895
2019-02-21,3261.739990234375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.09517572496513044
2019-02-22,3263.489990234375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.09576331242594188
2019-02-25,3275.02001953125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.09963468421887468
2019-02-26,3275.139892578125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.0996749333041507
2019-02-27,3283.570068359375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.10250548506500719
2019-02-28,3271.139892578125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.09833187625086738
2019-03-01,3306.590087890625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11023478496454843
2019-03-04,3318.10009765625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11409943491431904
2019-03-05,3316.9599609375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11371661774886292
2019-03-06,3322.9599609375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11573120332878789
2019-03-07,3321.179931640625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11513353310323317
2019-03-08,3299.85009765625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.10797173710871392
2019-03-11,3290.760009765625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.10491961044459665
2019-03-12,3312.320068359375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.112158707635481
2019-03-13,3301.81005859375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.10862982194903122
2019-03-14,3322.919921875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11571775964246352
2019-03-15,3345.06005859375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.12315162633765704
2019-03-18,3385.4599609375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.13671646978633967
2019-03-19,3389.81005859375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.1381770771212641
2019-03-20,3404.10009765625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.14297516155991027
2019-03-21,3372.360107421875,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.13231800712105507
2019-03-22,3371.679931640625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.132089628400935
2019-03-25,3297.409912109375,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.1071524100062013
2019-03-26,3302.1298828125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.10873720749223197
2019-03-27,3322.639892578125,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11562373581189003
2019-03-28,3321.340087890625,file:///content/drive/My%20Drive/HSBC/Euro_Stoxx_50_historical_data,1513,0.11518730784853064
