Price,Open,Close
Ticker,^TOPX,^TOPX
Date,,
2013-01-04,876.969970703125,888.510009765625
2013-01-07,895.1099853515625,881.0599975585938
2013-01-08,877.5800170898438,871.8800048828125
2013-01-09,863.1900024414062,879.0499877929688
2013-01-10,884.6300048828125,889.02001953125
2013-01-11,899.3200073242188,898.6900024414062
2013-01-15,908.0599975585938,906.219970703125
2013-01-16,903.1400146484375,888.1099853515625
2013-01-17,893.6199951171875,890.4600219726562
2013-01-18,903.9400024414062,911.4400024414062
2013-01-22,905.97998046875,901.1500244140625
2013-01-23,891.6099853515625,887.7899780273438
2013-01-24,881.6699829101562,897.6199951171875
2013-01-25,909.8599853515625,917.0900268554688
2013-01-28,924.280029296875,913.780029296875
2013-01-29,910.4199829101562,920.760009765625
2013-01-30,923.75,934.6699829101562
2013-01-31,934.77001953125,940.25
2013-02-01,945.5399780273438,942.6500244140625
2013-02-04,949.3400268554688,955.75
2013-02-05,944.5800170898438,939.7000122070312
2013-02-06,954.77001953125,968.8200073242188
2013-02-07,966.1699829101562,969.1799926757812
2013-02-08,962.1300048828125,957.3499755859375
2013-02-12,971.1799926757812,968.5
2013-02-13,965.760009765625,957.02001953125
2013-02-14,958.5700073242188,954.8800048828125
2013-02-15,948.52001953125,942.4099731445312
2013-02-19,958.2100219726562,963.6099853515625
2013-02-20,973.3699951171875,973.7000122070312
2013-02-21,968.8699951171875,962.8599853515625
2013-02-22,954.8699951171875,963.47998046875
2013-02-25,977.47998046875,980.7000122070312
2013-02-26,964.6799926757812,966.77001953125
2013-02-27,968.1699829101562,953.719970703125
2013-02-28,964.489990234375,975.6599731445312
2013-03-01,971.989990234375,984.3300170898438
2013-03-04,991.7000122070312,992.25
2013-03-05,998.489990234375,988.6199951171875
2013-03-06,998.9000244140625,1003.219970703125
2013-03-07,1009.5499877929688,1004.3499755859375
2013-03-08,1009.0900268554688,1020.5
2013-03-11,1030.5799560546875,1039.97998046875
2013-03-12,1047.699951171875,1035.9000244140625
2013-03-13,1031.300048828125,1031.4200439453125
2013-03-14,1037.2900390625,1038.1700439453125
2013-03-15,1044.260009765625,1051.6500244140625
2013-03-18,1039.25,1028.3399658203125
2013-03-19,1040.5699462890625,1045.8900146484375
2013-03-21,1055.81005859375,1058.0999755859375
2013-03-22,1050.7099609375,1038.5699462890625
2013-03-25,1050.6199951171875,1047.2900390625
2013-03-26,1041.5,1044.4200439453125
2013-03-27,1043.0699462890625,1046.469970703125
2013-03-28,1044.5899658203125,1036.780029296875
2013-04-01,1031.75,1000.5700073242188
2013-04-02,990.1300048828125,991.3400268554688
2013-04-03,996.8599853515625,1010.4299926757812
2013-04-04,998.989990234375,1037.760009765625
2013-04-05,1056.8399658203125,1066.239990234375
2013-04-08,1084.4000244140625,1101.739990234375
2013-04-09,1110.7900390625,1102.0400390625
2013-04-10,1101.239990234375,1121.0400390625
2013-04-11,1133.719970703125,1147.2900390625
2013-04-12,1147.3800048828125,1148.5699462890625
2013-04-15,1138.0799560546875,1133.989990234375
2013-04-16,1112.8699951171875,1119.199951171875
2013-04-17,1129.8800048828125,1136.010009765625
2013-04-18,1128.4000244140625,1122.969970703125
2013-04-19,1126.6700439453125,1126.6700439453125
2013-04-22,1144.4200439453125,1145.5999755859375
2013-04-23,1144.780029296875,1143.780029296875
2013-04-24,1156.030029296875,1164.3499755859375
2013-04-25,1167.8299560546875,1172.780029296875
2013-04-26,1176.3199462890625,1161.18994140625
2013-04-30,1164.300048828125,1165.1300048828125
2013-05-01,1164.31005859375,1158.3699951171875
2013-05-02,1152.68994140625,1153.280029296875
2013-05-07,1174.02001953125,1188.5699462890625
2013-05-08,1191.1700439453125,1194.3399658203125
2013-05-09,1199.8900146484375,1181.8299560546875
2013-05-10,1201.4200439453125,1210.5999755859375
2013-05-13,1222.22998046875,1232.199951171875
2013-05-14,1236.260009765625,1230.800048828125
2013-05-15,1246.0,1252.8499755859375
2013-05-16,1257.0699462890625,1245.22998046875
2013-05-17,1237.969970703125,1253.239990234375
