Price,Open,Close
Ticker,^GSPTSE,^GSPTSE
Date,,
2013-01-02,12571.7998046875,12540.7998046875
2013-01-03,12539.099609375,12470.400390625
2013-01-04,12435.099609375,12540.7998046875
2013-01-07,12503.2001953125,12499.599609375
2013-01-08,12490.400390625,12504.7998046875
2013-01-09,12508.099609375,12522.2001953125
2013-01-10,12572.0,12599.7001953125
2013-01-11,12600.900390625,12602.2001953125
2013-01-14,12627.400390625,12603.099609375
2013-01-15,12569.2001953125,12642.0
2013-01-16,12602.5,12608.7998046875
2013-01-17,12614.2998046875,12674.7001953125
2013-01-18,12702.0,12725.7001953125
2013-01-21,12748.099609375,12794.2998046875
2013-01-22,12774.7001953125,12824.599609375
2013-01-23,12779.7001953125,12794.099609375
2013-01-24,12802.2998046875,12823.599609375
2013-01-25,12851.5,12816.599609375
2013-01-28,12860.400390625,12815.900390625
2013-01-29,12817.400390625,12830.599609375
2013-01-30,12846.2998046875,12794.400390625
2013-01-31,12760.7001953125,12685.2001953125
2013-02-01,12741.2001953125,12768.7998046875
2013-02-04,12683.7001953125,12717.599609375
2013-02-05,12740.400390625,12745.7001953125
2013-02-06,12714.0,12761.599609375
2013-02-07,12762.5,12755.900390625
2013-02-08,12773.0,12801.2001953125
2013-02-11,12789.2001953125,12748.2001953125
2013-02-12,12746.599609375,12789.0
2013-02-13,12813.5,12775.2998046875
2013-02-14,12769.7998046875,12721.7998046875
2013-02-15,12686.5,12686.599609375
2013-02-19,12722.2001953125,12810.2001953125
2013-02-20,12788.400390625,12714.099609375
2013-02-21,12676.2001953125,12640.0
2013-02-22,12660.400390625,12701.599609375
2013-02-25,12760.900390625,12650.900390625
2013-02-26,12659.7001953125,12660.400390625
2013-02-27,12624.7998046875,12732.400390625
2013-02-28,12741.0,12821.7998046875
2013-03-01,12798.7001953125,12773.099609375
2013-03-04,12765.7998046875,12707.400390625
2013-03-05,12783.599609375,12736.0
2013-03-06,12793.7998046875,12832.0
2013-03-07,12853.5,12826.5
2013-03-08,12833.2998046875,12835.599609375
2013-03-11,12824.900390625,12858.5
2013-03-12,12879.900390625,12878.599609375
2013-03-13,12873.5,12744.099609375
2013-03-14,12751.599609375,12799.900390625
2013-03-15,12795.2001953125,12830.0
2013-03-18,12788.900390625,12781.7998046875
2013-03-19,12780.7998046875,12773.900390625
2013-03-20,12816.2998046875,12826.599609375
2013-03-21,12826.5,12747.900390625
2013-03-22,12751.2001953125,12757.400390625
2013-03-25,12783.7001953125,12680.7001953125
2013-03-26,12686.7001953125,12706.400390625
2013-03-27,12673.599609375,12699.7001953125
2013-03-28,12661.2998046875,12749.900390625
2013-04-01,12751.599609375,12695.099609375
2013-04-02,12680.0,12682.099609375
2013-04-03,12678.900390625,12422.099609375
2013-04-04,12404.7998046875,12363.099609375
2013-04-05,12293.7001953125,12331.900390625
2013-04-08,12325.099609375,12344.599609375
2013-04-09,12369.7998046875,12484.099609375
2013-04-10,12503.099609375,12534.900390625
2013-04-11,12523.400390625,12481.400390625
2013-04-12,12404.7001953125,12337.599609375
2013-04-15,12184.099609375,12004.900390625
2013-04-16,12061.2001953125,12119.900390625
2013-04-17,12086.0,11947.2998046875
2013-04-18,12024.2001953125,11996.2998046875
2013-04-19,11987.400390625,12065.599609375
2013-04-22,12117.7998046875,12090.7001953125
2013-04-23,12097.5,12090.900390625
2013-04-24,12127.7001953125,12270.400390625
2013-04-25,12308.599609375,12329.5
2013-04-26,12306.099609375,12220.2001953125
2013-04-29,12283.2998046875,12312.7001953125
2013-04-30,12310.7001953125,12456.5
2013-05-01,12408.0,12321.2998046875
