Price,Open,Close
Ticker,^AXJO,^AXJO
Date,,
2013-01-02,4648.89990234375,4705.89990234375
2013-01-03,4705.89990234375,4740.7001953125
2013-01-04,4740.7001953125,4723.7998046875
2013-01-07,4726.7998046875,4717.2998046875
2013-01-08,4721.39990234375,4690.2998046875
2013-01-09,4690.7998046875,4708.10009765625
2013-01-10,4708.10009765625,4723.0
2013-01-11,4723.5,4709.5
2013-01-14,4709.5,4719.7001953125
2013-01-15,4720.89990234375,4716.60009765625
2013-01-16,4715.2998046875,4738.39990234375
2013-01-17,4738.39990234375,4756.60009765625
2013-01-18,4756.60009765625,4771.2001953125
2013-01-21,4773.2998046875,4777.5
2013-01-22,4777.5,4779.10009765625
2013-01-23,4788.60009765625,4787.7998046875
2013-01-24,4783.7001953125,4810.2001953125
2013-01-25,4810.2001953125,4835.2001953125
2013-01-29,4842.39990234375,4889.0
2013-01-30,4889.10009765625,4896.7001953125
2013-01-31,4896.7001953125,4878.7998046875
2013-02-01,4878.7998046875,4921.10009765625
2013-02-04,4921.10009765625,4907.5
2013-02-05,4896.0,4882.7001953125
2013-02-06,4882.7001953125,4921.0
2013-02-07,4914.89990234375,4935.7001953125
2013-02-08,4932.89990234375,4971.2998046875
2013-02-11,4971.2998046875,4959.5
2013-02-12,4959.5,4959.0
2013-02-13,4959.0,5003.7001953125
2013-02-14,5003.7001953125,5036.89990234375
2013-02-15,5031.89990234375,5033.89990234375
2013-02-18,5041.2001953125,5063.39990234375
2013-02-19,5063.39990234375,5081.89990234375
2013-02-20,5081.89990234375,5098.7001953125
2013-02-21,5069.2001953125,4980.10009765625
2013-02-22,4980.10009765625,5018.10009765625
2013-02-25,5016.7998046875,5055.7998046875
2013-02-26,5036.7998046875,5003.60009765625
2013-02-27,5011.60009765625,5036.60009765625
2013-02-28,5036.60009765625,5104.10009765625
2013-03-01,5104.10009765625,5086.10009765625
2013-03-04,5086.10009765625,5010.5
2013-03-05,5010.5,5075.39990234375
2013-03-06,5075.39990234375,5116.7998046875
2013-03-07,5120.0,5109.2001953125
2013-03-08,5109.2001953125,5123.39990234375
2013-03-11,5120.7998046875,5146.89990234375
2013-03-12,5150.5,5117.89990234375
2013-03-13,5120.7998046875,5092.39990234375
2013-03-14,5089.7001953125,5032.2001953125
2013-03-15,5032.2001953125,5120.2001953125
2013-03-18,5101.7001953125,5015.39990234375
2013-03-19,5023.10009765625,4987.39990234375
2013-03-20,4987.39990234375,4967.39990234375
2013-03-21,4967.2998046875,4959.39990234375
