,return
10,-0.013727181678923043
11,-0.0063896250304842925
12,-0.005891430653075573
13,-0.005891430653075573
14,-0.005891430653075573
15,-0.012552428071356906
16,-0.012552428071356906
17,-0.012552428071356906
18,-0.012552428071356906
19,-0.01279359968074004
20,-0.01279359968074004
21,-0.01279359968074004
22,-0.01279359968074004
23,-0.01279359968074004
24,-0.01279359968074004
25,-0.008389983336637447
26,-0.008389983336637447
27,-0.008389983336637447
28,-0.008556084350074562
29,-0.004614591113715706
30,-0.004469306357369343
31,-0.00444157206698374
32,-0.004692048627033671
33,-0.004692048627033671
34,-0.004692048627033671
35,-0.0093702639771015
36,-0.0093702639771015
37,-0.0093702639771015
38,-0.009281620476982354
39,-0.009281620476982354
40,-0.009281620476982354
41,-0.009281620476982354
42,-0.020039623363516595
43,-0.02263704378495636
44,-0.02263704378495636
45,-0.02263704378495636
46,-0.02263704378495636
47,-0.02263704378495636
48,-0.02263704378495636
49,-0.02263704378495636
50,-0.02263704378495636
51,-0.02263704378495636
52,-0.022174694668375856
53,-0.015697449556711995
54,-0.015697449556711995
55,-0.015814059599140208
56,-0.014699784584042672
57,-0.014699784584042672
58,-0.014699784584042672
59,-0.014699784584042672
60,-0.014699784584042672
61,-0.014699784584042672
62,-0.014699784584042672
63,-0.014332439937186981
64,-0.014332439937186981
65,-0.009271735486125747
66,-0.01676327397276876
67,-0.01676327397276876
68,-0.021009903802716556
69,-0.021009903802716556
70,-0.021009903802716556
71,-0.021009903802716556
72,-0.021009903802716556
73,-0.02126481503197511
74,-0.02126481503197511
75,-0.02126481503197511
76,-0.02542985042120647
77,-0.03846448786187149
78,-0.03846448786187149
79,-0.03846448786187149
80,-0.03846448786187149
81,-0.03846448786187149
82,-0.03846448786187149
83,-0.03846448786187149
84,-0.03846448786187149
85,-0.03846448786187149
86,-0.03826345345220952
87,-0.02705113478351019
88,-0.02619798420061893
89,-0.025925827979999247
90,-0.025925827979999247
91,-0.025958410435899307
92,-0.025958410435899307
93,-0.025958410435899307
94,-0.025958410435899307
95,-0.025958410435899307
96,-0.025958410435899307
97,-0.011190771515304482
98,-0.011190771515304482
99,-0.011190771515304482
100,-0.01106948769193689
101,-0.009964106987799818
102,-0.009964106987799818
103,-0.009964106987799818
104,-0.009964106987799818
105,-0.009964106987799818
106,-0.011098332205237907
107,-0.011098332205237907
108,-0.011098332205237907
109,-0.011098332205237907
110,-0.011098332205237907
111,-0.010995256554263477
112,-0.010995256554263477
113,-0.013209287039180518
114,-0.013209287039180518
115,-0.013209287039180518
116,-0.013021591772219688
117,-0.013021591772219688
118,-0.013021591772219688
119,-0.012682325793880673
120,-0.012682325793880673
121,-0.012682325793880673
122,-0.022148478762845803
123,-0.02142111073774809
124,-0.02142111073774809
125,-0.02142111073774809
126,-0.02142111073774809
127,-0.02142111073774809
128,-0.02142111073774809
129,-0.021332424102347446
130,-0.021332424102347446
131,-0.021332424102347446
132,-0.012486104943753667
133,-0.012486104943753667
134,-0.012486104943753667
135,-0.012466779927547663
136,-0.012466779927547663
137,-0.012466779927547663
138,-0.012466779927547663
139,-0.012815122268603808
140,-0.01973988577431829
141,-0.01973988577431829
142,-0.026568927816143343
143,-0.026568927816143343
144,-0.026568927816143343
145,-0.026568927816143343
146,-0.026568927816143343
147,-0.026568927816143343
148,-0.026568927816143343
149,-0.026715295004669633
150,-0.026715295004669633
151,-0.026715295004669633
152,-0.02078096771153957
153,-0.02078096771153957
154,-0.02078096771153957
155,-0.02078096771153957
156,-0.021088238552547624
157,-0.021088238552547624
158,-0.021088238552547624
159,-0.010939468002617846
160,-0.010939468002617846
161,-0.011397518022671938
162,-0.011397518022671938
163,-0.011397518022671938
164,-0.011397518022671938
165,-0.011397518022671938
166,-0.006571643073054544
167,-0.006571643073054544
168,-0.006571643073054544
169,-0.0067920808057333705
170,-0.0067920808057333705
171,-0.005842627705772908
172,-0.01246557353129807
173,-0.01246557353129807
174,-0.01246557353129807
175,-0.01246557353129807
176,-0.012494703662891802
177,-0.012494703662891802
178,-0.012494703662891802
179,-0.012989080182368747
180,-0.012989080182368747
181,-0.012989080182368747
182,-0.011421964999775751
183,-0.011421964999775751
184,-0.011421964999775751
185,-0.011421964999775751
